species,iucn_category,area_global,pa_count,pa_quality_mean,mhw_freq,mhw_total_days,mhw_max_int,mhw_mean_int,mhw_cum_int,slope_intensity,slope_freq,slope_cum,slope_max,slope_total,dem_mean,dem_range,order,svl,hll,fll,hl,hw,tl,Exposure,iucn_num,Trait_sensitivity,Sensitivity,Suitability,Risk_index,Risk_level
Limnonectes savan,LC,0.00322338284038244,0.625,0.577282668305286,0.831980966379428,0.73427559028182,0.755247444590692,0.320184791346455,0.401718119477094,0.520831147298776,0.589047340632027,0.463907466972014,0.497857542136642,0.638800085153857,0.110792916209495,0.141477528133029,Anura,0.092574202802604,NA,0.10362656302926,0.15596420091284,0.173122838382886,0.073953677366924,0.57538504942688,0,0.119848296498903,0.0599241482494514,0.291555299097638,0.0244267900202123,Low
Limnonectes sisikdagu,LC,0.00111708442644691,0.875,0.959876885536823,0.406173653654435,0.217337194427403,0.512141232740118,0.129591955613859,0.0825554510156115,NA,0.503073946002241,0.26979212558819,NA,0.479391995294183,0.213147531537665,0.224218694428182,Anura,0.0940748096656736,NA,NA,0.160574480487686,0.156375959160261,0.0758634701340918,0.325007194292005,0,0.121722179861928,0.060861089930964,0.454672039185823,0.0107867463443039,Very low
Limnonectes taylori,LC,0.0152455614489752,0.75,0.426170616896523,0.560083915652241,0.70075135023853,0.733115224252556,0.354299018229642,0.429048297229455,0.491706177327856,0.344953245643557,0.30094653922577,0.384144006528411,0.413710908021485,0.210577466156603,0.246620436842662,Anura,0.116021185038067,NA,0.124400304081705,0.204815432561687,0.203857167865317,0.0846200731409996,0.47127586823495,0,0.146742832537555,0.0733714162687776,0.329722816268953,0.0231769637051811,Low
Limnonectes utara,NT,0.00013085422577699,0.125,0.857142857142857,0.460337547119283,0.632052017966412,0.769222741137286,0.272728744984917,0.351394530253538,NA,0.313854735885801,0.280556069726362,NA,0.410591396710267,0.0821661458081611,0.0711161782689656,Anura,0.148405605207989,0.567157941437445,NA,0.262355268024667,0.264308168459237,0.115495327102804,0.436342222972983,0.25,0.271544462046428,0.260772231023214,0.227111207089152,0.087943873932514,High
Lissotriton schmidtleri,LC,0.00693793571415166,0.625,0.977705674637591,0.58836503821435,0.742067210919863,0.717693041184088,0.480382148188989,0.567963566509528,0.708536708944176,0.471289230675785,0.735698703618697,0.714689434024823,0.700401361546818,0.0645638138806487,0.177821698035393,Caudata,0.0483283680900364,NA,NA,NA,NA,0.0765948801300285,0.642708644382712,0,0.0624616241100324,0.0312308120550162,0.370405824453557,0.0126374112782703,Very low
Litoria capitula,DD,0.000262420443239222,0.25,0.96095717884131,0.623159867505894,0.617453945921221,0.592003049316695,0.0720072726427346,0.114432455987222,0.490358111036564,0.498176579053599,0.333252594751148,0.415702432338147,0.636271340549374,0.0279470164653008,0.0218710023172806,Anura,0.0650998565596381,NA,NA,0.0708513472233784,0.075115533841387,0.05180820804551,0.43928176491026,NA,0.0657187364174784,0.0657187364174784,0.252207523613426,0.0215880527977941,Low
Litoria havina,LC,0.000157697455861534,0.25,0.162878787878789,0.40843881680811,0.186396381839374,0.498135649229201,0.162383666814852,0.0920444214749419,NA,0.673308490756022,0.337050982307254,NA,0.590871657546414,0.124440245669985,0.0593181680139445,Anura,0.0561624186251793,NA,NA,NA,NA,NA,0.368578758347021,0,0.0561624186251793,0.0280812093125897,0.119358979803716,0.00911475543697787,Very low
Litoria mucro,LC,0.00229070294597985,0.375,0.82161361954108,0.522081569520666,0.243621628943117,0.67079714752113,0.126060745925753,0.0865899420987957,NA,0.815846598804925,0.332757292035881,NA,0.660110306014724,0.0491652656482905,0.0926797746439774,Anura,0.0615690168818272,NA,NA,NA,NA,NA,0.432233153858124,0,0.0615690168818272,0.0307845084409136,0.268149872555866,0.00973806012992661,Very low
Litoria quadrilineata,DD,9.83529467785409e-06,0,NA,0.61265818356436,0.572576033338104,0.669686234770246,0.127975781383585,0.163183870326232,NA,0.535208464889964,0.411740027088512,NA,0.656459999053501,0.0175752770581971,0,Anura,0.0558314024053845,NA,NA,0.0646452016418552,0.0617941526415716,0.0327102803738318,0.468686074301813,NA,0.0537452592656608,0.0537452592656608,0.00439627808821874,0.0250789138510866,Low
Litoria richardsi,LC,9.33155282895525e-05,0.125,1,0.481012696888257,0.223752157585497,0.627745513817161,0.124730009,0.0822731669456015,NA,0.702073659542629,0.323997034363893,NA,0.597847506838139,0.133282221831249,0,Anura,0.0516385302879841,NA,NA,0.0517896143658428,0.0636972070986881,0.0479479886225112,0.395428968081022,0,0.0537683350937565,0.0268841675468783,0.251675107471908,0.00795527627636792,Very low
Litoria umbonata,DD,0.00017639671852508,0.25,0.804942923639587,0.391223623115511,0.124714743440774,0.28676218230265,0.16537914229803,0.0804872097366436,NA,0.696759309933987,0.317309049680041,NA,0.576047011428123,0.559076570154727,0.213181004483405,Anura,0.0803266026701975,NA,NA,0.102768667356927,0.103661350698134,0.0644047135310849,0.32983528399197,NA,0.0877903335640858,0.0877903335640858,0.365475378999249,0.01837351675732,Low
Liua shihi,LC,0.00397009007244697,0.25,0.99908701275646,0.620717934176899,0.622358197320894,0.641146074719235,0.490229858912005,0.47917293525176,0.595928428684271,0.347977231656929,0.417125661884096,0.474008551985812,0.463441718866639,0.23168891183322,0.321028418941613,Caudata,0.167714884696017,NA,0.265499869931426,0.15818068147767,0.126498004183532,0.304550995530272,0.515210659345854,0,0.204488887163783,0.102244443581892,0.361154886720748,0.0336527169419093,Medium
Liua tsinpaensis,VU,3.52081579856865e-05,0.125,1,0.69367090821782,0.578695748690349,0.639842656448767,0.467845087666701,0.444265680680282,0.671953090949175,0.341743002174146,0.417537852126299,0.518646082451382,0.456365388290091,0.189819197305831,0.13557342767989,Caudata,0.135716650115856,NA,0.214239989412407,0.127593249683019,0.0874853878126442,0.237505079236083,0.523056549769501,0.5,0.160508071252002,0.330254035626001,0.290085566628741,0.122631709948698,High
Liurana alpina,NT,6.29799227514312e-06,0,1,0.76075949490099,0.595524940740333,0.325987846578872,0.328411932312457,0.336683582346474,0.512520082703312,0.384167322368859,0.340963160397122,0.339352708411363,0.478560052143498,0.588522877749601,0.188470649400589,Anura,0.0304534922211188,0.13516711032239,NA,0.0389340270898304,0.0513273531274309,0.0241771637545713,0.440293112290328,0.25,0.0560118293030683,0.153005914651534,0.355399965028493,0.0434250608584822,Medium
Liurana vallecula,DD,2.53098073251198e-06,0,1,0.742278498585571,0.580684658696694,0.485871871134636,0.330721887717003,0.33595928824835,0.516436944981207,0.382938951649126,0.32816058340608,0.351541416138526,0.469783337641614,0.385118251895121,0.110937775478164,Anura,0.0284673949023502,NA,NA,0.0376041387509325,0.047521244213198,0.024380333197887,0.452437743819881,NA,0.0344932777660919,0.0344932777660919,0.299211711670803,0.0109365446141794,Very low
Liurana xizangensis,VU,0.000348099079014724,0.125,1,0.674261613032261,0.633645686298777,0.19065060407146,0.356562668362554,0.388295128602635,0.497644284582258,0.327938921999986,0.346187955014935,0.386280861272409,0.458523973637525,0.779377008347088,0.463531761581751,Anura,0.0368531391371511,0.167110322389825,NA,0.0593256482862638,0.0636972070986881,0.0318976026005689,0.42599916968748,0.5,0.0717767839024995,0.28588839195125,0.473651373801571,0.0641030610180316,Medium
Lyciasalamandra antalyana,EN,4.78617764425283e-05,0,NA,0.685714301580116,0.750594197889478,0.770412417985086,0.431156479315599,0.476161143995141,0.492684115236854,0.269670674394364,0.343551202053755,0.380766411529005,0.441029053924844,0.142168630612821,0.11978158413404,Caudata,0.14219353414984,NA,0.265499869931426,0.130873640918967,0.0849162642955369,0.209731816334823,0.504173999790424,0.75,0.166643025126119,0.458321512563059,0.065499519130826,0.215938568038458,Very high
Lyciasalamandra atifi,EN,0.000212512839633881,0,NA,0.709250247374604,0.714123895315773,0.691184111550748,0.43206153546144,0.464987654679851,0.431230924588901,0.260371685622145,0.270699148323197,0.379727928471444,0.371045911466495,0.180939189461872,0.183190708678985,Caudata,0.150943396226415,NA,0.281687200621642,0.142665317523862,0.0989037145553431,0.23100365704998,0.47246830428546,0.75,0.181040657195448,0.465520328597724,0.0910856027451228,0.199909904863091,Very high
Lyciasalamandra luschani,EN,0.000146598491771016,0.125,1,0.676265832933166,0.85943775339622,0.630511486238815,0.316009301313498,0.428467504901229,0.58995730820183,0.312244994385961,0.478154674631201,0.564648481371695,0.581870715274728,0.129343911880087,0.201239958057452,Caudata,0.129019088602008,NA,0.249784669719674,0.103034645024706,0.0827753280312809,0.187505079236083,0.543756805264834,0.75,0.15042376212275,0.450211881061375,0.291146093685862,0.173531529286123,Very high
Mantophryne lateralis,LC,0.0295774322302813,0.5,0.982434228831113,0.363167995166513,0.134353992421525,0.677583384705264,0.149268417246357,0.0720719448992229,NA,0.694926383962189,0.319945951927166,NA,0.586095368074685,0.0833920201186458,0.275254060658998,Anura,0.083416087388282,NA,NA,NA,0.134110222011998,0.0538399024786672,0.374676679800365,0,0.0904554039596491,0.0452277019798246,0.374131548367808,0.0106058198354585,Very low
Megophrys acuta,CR,5.21755112140781e-06,0.125,0.714285714285714,0.677215194618104,0.522662085071162,0.69465115708518,0.248743395152795,0.221398522228167,0.587719155445215,0.292083621868713,0.283391135605345,0.385171421142191,0.389038148150762,0.100422708929082,0.0361530495991097,Anura,0.0588105483835375,NA,0.0908115928995056,0.0708513472233784,0.0808246972127365,0.036976838683462,0.430207383636763,1,0.067655004880524,0.533827502440262,0.195173338073006,0.184833700955322,Very high
Megophrys auralensis,VU,0.000439822746109518,0.375,0.384103048820697,0.567811929042904,0.623956137390558,0.655876669087991,0.186547541870928,0.270440159279707,0.589345864362396,0.498263847145802,0.316934098205915,0.453984236387905,0.529563083355356,0.159488321544907,0.0975254796849894,Anura,0.159108462981353,NA,0.239869929671916,0.228664763439255,0.274936251838618,0.140796424217798,0.469272356612946,0.5,0.208675166429788,0.354337583214894,0.203311334559341,0.132474054701517,Very high
Megophrys binchuanensis,VU,0.000565315703203436,0.25,0.937625754527163,0.688270041397455,0.558028942980678,0.456527379965048,0.364944590610402,0.380351091801545,0.415370063907581,0.457483230434069,0.399952741264585,0.351685037704003,0.526048701520982,0.565013511360395,0.291902195647777,Anura,0.0728235683548494,0.273291925465839,NA,0.0868100072901525,0.094621842026831,0.0548557496952458,0.459866182158635,0.5,0.116480618566583,0.308240309283292,0.409021355447708,0.0837708057629047,High
Megophrys boettgeri,LC,0.0297847952613536,0.375,0.957708717340586,0.617977025940568,0.726116908966991,0.754537457678043,0.414745407091588,0.500819488927129,0.674451635124071,0.388015728082067,0.495049842018727,0.577180431747968,0.531794105097884,0.0953651007216114,0.228130694354581,Anura,0.0765750855125234,0.288671990535345,0.093509481347875,0.09035637619388,0.0950976056411102,0.0583096302316132,0.568068803067504,0,0.117086694910391,0.0585433474551955,0.337197861535626,0.0220425782850948,Low
Megophrys caudoprocta,EN,8.16228375292249e-05,0.125,1,0.663291152283514,0.669641523169276,0.699027364370671,0.438216933605084,0.453711879822356,0.56784732323045,0.346664203373221,0.416053724912445,0.507637058745628,0.469431227642795,0.168905777457785,0.0525097754988759,Anura,0.169259627055059,0.735581188997338,0.252010427689578,0.203840181113162,0.233069053782056,0.151767574156847,0.523152239115544,0.75,0.29092134213234,0.52046067106617,0.269299435158838,0.19895527068194,Very high
Megophrys cheni,VU,6.11458184638902e-06,0.125,1,0.683544300282886,0.638362948206035,0.550070606861197,0.361797187219607,0.362517452788942,NA,0.260371685622145,0.272411882089885,NA,0.395960003706946,0.288421189915849,0,Anura,0.0566037735849057,NA,0.0813689833302126,0.0766141966919357,0.0851065697412486,0.0479479886225112,0.440629508347205,0.5,0.0695283023941628,0.284764151197081,0.282685460899539,0.0900053917978479,High
Megophrys chuannanensis,NT,7.62102860112177e-05,0.125,1,0.676311020800163,0.590716595360588,0.764110719782763,0.577892315579689,0.57393377978911,0.812850971197693,0.438054309586191,0.603035418790676,0.702286249567101,0.56001597342233,0.115722129867018,0.0608545629806423,Anura,0.215381220346464,0.711919550428867,0.227729431654254,0.327963092743627,0.446211152979102,0.144047135310849,0.62992073538763,0.25,0.345541930577194,0.297770965288597,0.260330580626734,0.13874135031527,Very high
Megophrys daweimontis,LC,0.00247825475915587,0.625,0.798291886460689,0.724879173777241,0.48917540417895,0.58147090679433,0.300222142722366,0.278449421586342,0.582600036977048,0.511478938363563,0.428760595880572,0.525480153139955,0.547407052577723,0.287293919139525,0.206012862642101,Anura,0.0765750855125234,0,0.0995797303567062,0.0992222984531989,0.110797804912321,0.0668427468508736,0.496992382599809,0,0.0755029443476039,0.037751472173802,0.383815384600294,0.0115609753569854,Very low
Megophrys elfina,LC,0.00126563293727134,0.625,0.698460619733263,0.569021154457173,0.618257835504359,0.554491625938875,0.202665782353372,0.256045387334728,0.449148563840924,0.516137867715163,0.356904930877906,0.477168069287722,0.57690126101748,0.20473298143656,0.214072346625593,Anura,0.061900033101622,NA,0.0921605371236903,0.0633153133029574,0.067027552398642,0.0463226330759854,0.45767424783277,0,0.0661452138005794,0.0330726069002897,0.348706316146537,0.00985829413692756,Very low
Megophrys feae,LC,0.027934909021511,0.75,0.516359055734961,0.650293167708321,0.607964101108603,0.685026353484898,0.342543313490344,0.369181479838507,0.523078125810504,0.437883921106861,0.363273077501026,0.453986154297731,0.481839490871004,0.233259636998274,0.391027907475362,Anura,0.206995476111663,0.625258799171843,0.564965487700431,0.327076500517695,0.421947208650867,0.131856968711906,0.49150691852178,0,0.379683406810734,0.189841703405367,0.383716301846022,0.057504514011203,Medium
Megophrys feii,NT,6.04816471922164e-07,0,0.714285714285714,0.529113966577082,0.610059285675812,0.654662537073958,0.383683191834956,0.407302029217459,0.213207700006448,0.461515970775006,0.262422384190305,0.235147756770012,0.464742273356003,0.217484557705011,0.0500430103146296,Anura,0.0486593843098312,0.207335107956226,NA,0.0690781627715146,0.0770185882985035,0.0404307192198293,0.422185709547704,0.25,0.0885043925111809,0.16925219625559,0.196362777424365,0.0574245877168863,Medium
Megophrys gerti,EN,0.000291873924919354,0.5,0.667796075959341,0.619221743740375,0.61819057677111,0.468939283521303,0.167725246868277,0.225134446158859,NA,0.557614814488458,0.367673976798968,NA,0.613382326497701,0.264690299549183,0.123412688829722,Anura,0.0792232152708816,NA,0.111045756262276,0.0761709005789698,0.082727751669853,0.0581064607882974,0.454735301855631,0.75,0.0814548169140556,0.415727408457028,0.311238187652633,0.130207616381771,Very high
Megophrys glandulosa,LC,0.00669868499585092,0.5,0.968291211369579,0.664880698159675,0.502024337474203,0.513017242922166,0.311353573229133,0.291644914604695,0.51814523589166,0.521354358012813,0.390255946209229,0.461384532528539,0.544157259640539,0.431477430810759,0.522687235807858,Anura,0.164257604170804,NA,0.20704562026172,0.242259177540658,0.269861439984692,0.152038466761479,0.471821809867265,0,0.20709246174387,0.103546230871935,0.485830912596809,0.0251199210358886,Low
Megophrys hansi,LC,0.00617303613474039,0.625,0.7738390824983,0.832780656311244,0.702280019122412,0.709074645430275,0.288096116631899,0.36494638922829,0.627706032589364,0.593902895637931,0.498550258656957,0.571524573344305,0.668979127280988,0.139287883735626,0.197832893110167,Anura,0.0754716981132075,0.320910973084886,0.113069172598553,0.0726245316752422,0.0979521873267849,0.059934985778139,0.585784071423367,0,0.123327258096136,0.0616636290480678,0.348426579095767,0.0235358560296153,Low
Megophrys huangshanensis,LC,0.00320982882348122,0.375,0.950758660177499,0.533646048647584,0.715618145578177,0.756267423215552,0.502656803008668,0.594959468863714,0.780991123548572,0.416555107598983,0.574489524436121,0.666554380564321,0.54096954872175,0.0832488779701693,0.133996293845054,Anura,0.0813196513295818,0.28896776101745,0.0894626486753209,0.100108890679131,0.107467459612367,0.0562779357984559,0.608270757418344,0,0.120600724518718,0.0603003622593589,0.309242732163241,0.0253362492334971,Low
Megophrys insularis,CR,2.1817495172861e-06,0,NA,0.169620231725603,0.229489409604739,0.576612621340365,0.148327288995214,0.0831932747909938,NA,0.42168892282272,0.35596322702936,NA,0.564354657565927,0.0300844204220197,0,Anura,0.0850711684872559,NA,0.121162837943662,0.116510846858871,0.138867858154789,0.0522145469321414,0.318656204234365,1,0.102765451675344,0.551382725837672,0.00752165054288425,0.174379961013677,Very high
Megophrys jingdongensis,LC,0.00473380425676343,0.375,0.83516203113039,0.685972317552462,0.524939450923264,0.587381854753189,0.315929757525573,0.309066040014186,0.551701186116336,0.518158888846442,0.417846152802671,0.492045958768763,0.558882022465174,0.326631765974014,0.333301032639384,Anura,0.120379565265365,0.562555456965395,NA,0.164830123172159,0.190250328496935,0.124339699309224,0.496192362976806,0,0.232471034641815,0.116235517320908,0.37496572680011,0.0360489617136437,Medium
Megophrys jinggangensis,LC,0.00737944184256662,0.125,1,0.634713164741077,0.745936006173475,0.792673505148696,0.424596556983798,0.518571095278918,0.567498561644419,0.317080539122068,0.445821075647415,0.452888022587526,0.492334785866692,0.0604601883570011,0.147604378437339,Anura,0.0732649233145757,NA,0.104975507253445,0.0894697839679481,0.0974764237125058,0.0570906135717188,0.539211331319408,0,0.0844554503640387,0.0422277251820194,0.268088801727381,0.0166653749271956,Low
Megophrys leishanensis,DD,8.09584865108667e-07,0,1,0.749367099151343,0.598584815195576,0.549960026497097,0.356830726403169,0.331387062834432,0.526029983586496,0.260371685622145,0.329690816386773,0.483703573703805,0.43240434083402,0.295089297458862,0.00395919248709758,Anura,0.0743683107138916,NA,NA,0.0761709005789698,0.092480905762575,0.057700121901666,0.461833013021486,NA,0.0751800597392756,0.0751800597392756,0.259809859906165,0.0256998705808218,Low
Megophrys lekaguli,LC,0.000245458340195062,0.625,0.675457234512353,0.597280823124314,0.642187795314509,0.673822303753935,0.196768092646998,0.271196998296279,0.598093839419468,0.482437332321456,0.326671564812803,0.475648524573136,0.533218599021497,0.139292612553957,0.0937406896399168,Anura,0.145647136709699,NA,NA,0.200293812209434,0.233069053782056,0.123323852092645,0.479732587328439,0,0.175583463698459,0.0877917318492293,0.306747199009284,0.0291974194903353,Low
Megophrys lini,EN,0.000116478541299778,0.125,1,0.715092507300619,0.637009569947071,0.572340353770006,0.346099965298098,0.352955909944811,0.546457484905347,0.292638365267786,0.310101669331001,0.405935245431146,0.413536886745631,0.254210605221614,0.0661711905099283,Anura,0.072382213395123,NA,0.102952090917168,0.0930161528716757,0.101282532626739,0.0583096302316132,0.459216795794151,0.75,0.0855885240084637,0.417794262004232,0.289099654854568,0.136392019579154,Very high
Megophrys mangshanensis,LC,0.0026460841042208,0.25,0.991031390134529,0.761228644886005,0.649035034446559,0.734236032424757,0.328396341443097,0.35575663404999,0.638410697827791,0.410357388560915,0.433865891438252,0.516996985511846,0.513309571978373,0.108224161489966,0.170669847659757,Anura,0.139357828533598,0.582372079266489,0.148816194539448,0.199407219983503,0.21974767258224,0.129622104835433,0.534159322256759,0,0.236553849956785,0.118276924978393,0.304514296677695,0.0439398979643405,Medium
Megophrys medogensis,EN,0.000162483426822074,0.125,1,0.731364289960709,0.582690555887317,0.339091460829197,0.322874519230606,0.328891485097203,0.499630917389193,0.391940947386557,0.334047143319145,0.382381729648771,0.48096116649589,0.568298345310145,0.347102886658458,Anura,0.128875648240097,0.588287488908607,0.153537499324095,0.186108336594524,0.1978625463254,0.125355546525803,0.439387421524459,0.75,0.230004510986421,0.490002255493211,0.408112743079085,0.127433816250509,High
Megophrys megacephala,EN,2.7942778968522e-06,0,NA,0.718987358642148,0.580990629363096,0.750588891096904,0.290662294374595,0.327529674261282,NA,0.696877166165431,0.576338462534914,NA,0.770729752510877,0.029188493571283,0,Anura,0.113869579609401,NA,0.187261104928712,0.186939516806335,0.2143953319216,0.0808360422592442,0.589088028618656,0.75,0.156660315105059,0.453330157552529,0.00729782196229497,0.265102475481525,Very high
Megophrys monticola,LC,0.000486255251030162,0.375,0.591225254146603,0.651446651335118,0.497172361792699,0.554060720542087,0.257487225731654,0.253975339453462,0.525418416381062,0.592535812150694,0.358942018041701,0.477724013332165,0.575353942995624,0.321472781623621,0.389364861737791,Anura,0.0899344179852146,NA,0.119094078951642,0.129675623864459,0.142498054471746,0.0725946615806583,0.474411650175627,0,0.110759367370744,0.0553796836853719,0.335509830551809,0.0174579954776887,Low
Megophrys nankiangensis,VU,0.000415391334356437,0.125,1,0.519514763290311,0.618043600663355,0.635496399166655,0.44440822862838,0.448695420862359,0.598288423894538,0.333846119282169,0.454547283023941,0.546703651588383,0.476857721782536,0.214101354950911,0.149246157660159,Anura,0.0973187686196624,0.391304347826087,0.10632445147763,0.128479841908951,0.136964803697673,0.080658268996343,0.507640161218263,0.5,0.156841747087724,0.328420873543862,0.297752580789085,0.11707842652377,High
Megophrys nasuta,LC,0.0804103524726593,1,0.431397815779357,0.453023327233451,0.346451380584722,0.691309766736165,0.153936377128357,0.148851135996389,0.523179672398327,0.625733639478775,0.336322918699434,0.449028748359881,0.593934902843081,0.0708886073730324,0.289577026210629,Anura,0.169149288315127,0.539485359361136,0.396347459677342,0.289839627028555,0.363428284094535,0.106867127184072,0.432177186945858,0,0.310852857610128,0.155426428805064,0.374454760367136,0.0420189726902628,Medium
Megophrys obesa,CR,3.24951819502422e-06,0,0.714285714285714,0.677215194618104,0.522662085071162,0.69465115708518,0.248743395152795,0.221398522228167,0.587719155445215,0.292083621868713,0.283391135605345,0.385171421142191,0.389038148150762,0.100422708929082,0.0361530495991097,Anura,0.0719408584353967,NA,0.111045756262276,0.0974491140013351,0.116031204669392,0.0493701747257213,0.430207383636763,1,0.0891674216188242,0.544583710809412,0.17017294446642,0.194415146610917,Very high
Megophrys ombrophila,NT,7.69252302620568e-07,0,1,0.62784808158416,0.704149930190458,0.593806820354776,0.389646772765765,0.439146076960516,NA,0.327223876294474,0.389554916714002,NA,0.466220583565468,0.264028646079402,0,Anura,0.0609566368752069,NA,0.0696668921854103,0.0776337777517574,0.0966438373875173,0.0311966680211296,0.492199632303702,0.25,0.0672195624442043,0.158609781222102,0.252805883066341,0.0583317082278576,Medium
Megophrys oreocrypta,CR,0.000224394683834841,0.125,1,0.653569609653183,0.55085102336711,0.68518503493145,0.297790750095537,0.299146400470898,0.437131739458007,0.537100181617723,0.356970359902926,0.395602271973895,0.5675815807284,0.109008545423052,0.0817953566793708,Anura,0.199271764316452,NA,0.272244591052349,0.296932364836011,0.321561086037972,0.178179601787891,0.478092895219913,1,0.253637881606135,0.626818940803067,0.263205659357252,0.220800820252478,Very high
Megophrys oropedion,EN,2.37535885454339e-06,0,NA,0.830379796039599,0.571811039555608,0.392700946984345,0.224182605084216,0.2398478991839,0.72841947139431,0.61373327213023,0.51713765389181,0.698976996220457,0.723445721553885,0.376708881704806,0,Anura,0.0797591462981353,0.304960493522626,0.104413447162283,0.10508013993963,0.118002225336729,0.0548992860016254,0.554063540203836,0.75,0.127852456376838,0.438926228188419,0.0941778142659152,0.220289632821518,Very high
Megophrys pachyproctus,DD,2.26656281475341e-05,0.125,1,0.774683577340874,0.60240964987507,0.378486498009772,0.352738116782551,0.362706183943019,0.450273093358153,0.422614043129119,0.319767456356601,0.421913327904707,0.4768165015636,0.52367670474825,0.12223775687678,Anura,0.0560520798852477,0.219165927240461,0.0833923996664897,0.0460267648972855,0.0551334620416639,0.0375863470134092,0.456240844826347,NA,0.0828928301240929,0.0828928301240929,0.354187425450636,0.0244240470095334,Low
Megophrys palpebralespinosa,LC,0.0127731165450197,0.625,0.80857391042289,0.791507215225322,0.562851072227525,0.690163777896804,0.330510464235351,0.33115383913665,0.595308151109744,0.519748804230041,0.449038624527065,0.541847996667858,0.550682924232624,0.182310636637393,0.259642279355576,Anura,0.0496524329692155,0.306122448979592,NA,0.0939027450976076,0.1112735685266,0.0656237301909793,0.536281286948899,0,0.125314985152799,0.0626574925763995,0.377659988592176,0.0209118944273297,Low
Megophrys rubrimera,EN,0.000166623966839292,0.25,0.658227848101266,0.727624727679507,0.435422359498261,0.496311330476147,0.248464961356311,0.214338920263212,0.691581320090195,0.542403267,0.434246288833024,0.589466275258626,0.559960392176766,0.342759982661728,0.109079434205594,Anura,0.0537349663466843,NA,0.0732753179851044,0.074619364183589,0.0880800923304931,0.0444941080861438,0.493981984263105,0.75,0.0668407697864029,0.408420384893201,0.272046777787085,0.146866245713435,Very high
Megophrys spinata,LC,0.0170957697933405,0.25,0.913336731892867,0.688010671117722,0.625432398670888,0.700016366077899,0.441534760970374,0.451979343323587,0.630434906793266,0.346380524038153,0.425190375771501,0.529433405832786,0.478632378543224,0.175978629853209,0.316874179867364,Anura,0.105152819154805,0.503697131026324,0.125884142728308,0.160397162042499,0.156471111883117,0.104225924420967,0.53170451311394,0,0.19263804854267,0.096319024271335,0.334657062281356,0.0340743807945427,Medium
Megophrys tuberogranulata,EN,2.87063379736619e-05,0.25,0.977142857142857,0.659915631730313,0.686555744357977,0.693352095550689,0.433059073175658,0.459298066595294,0.597357187319476,0.341852706076797,0.410074464749683,0.514548946756129,0.467836744344381,0.168971985087644,0.052943014230174,Anura,0.0865055721063665,0.314108251996451,0.101603146692983,0.102768667356927,0.114128150212275,0.0637952052011378,0.52638506606564,0.75,0.130484832261023,0.440242416130512,0.28981731255973,0.164575629088256,Very high
Megophrys wawuensis,DD,3.83104784889145e-06,0,NA,0.734177228896745,0.59361255695883,0.72488053616268,0.502157499748726,0.512350879205954,0.959516042083839,0.471183992613461,0.671321004888656,0.886117327527078,0.554633018255387,0.120697651316541,0.00433667616336711,Anura,0.0867262495862297,0.38243123336291,NA,0.116067550745905,0.128876822254928,0.0757822023567655,0.660995008634136,NA,0.157976811661348,0.157976811661348,0.0312595396319393,0.101157703967118,High
Megophrys zhangi,LC,0.00862774650938558,0.5,0.782389403203664,0.535067404594416,0.602833323280181,0.388615904197267,0.349855346546055,0.392430911705498,0.349075711574871,0.419490224686073,0.278274982544209,0.312655547654939,0.465379096818102,0.582938298770445,0.851952830760287,Anura,0.0664239214388172,NA,0.0739497900971968,0.0939027450976076,0.0998552417839014,0.0526208858187729,0.409367845360161,0,0.0773505168472591,0.0386752584236296,0.545181655848756,0.00720086923101152,Very low
Meristogenys maryatiae,LC,0.000114275635758887,0.375,0.367927477336667,0.676793256091466,0.544272326063554,0.621867726806547,0.113367185489605,0.167172976309851,NA,0.685812137135134,0.324735226713442,NA,0.639180330756005,0.123608347742261,0.092680977698932,Anura,0.0988635109787046,0.353726708074534,0.414080680448475,0.149538180459286,0.141645366134951,0.122135310849248,0.471650145670701,0,0.213331626157533,0.106665813078767,0.191866215682724,0.0406563591395911,Medium
Meristogenys orphnocnemis,LC,0.00346905536587402,0.5,0.203391685649981,0.632604966656937,0.46843281102523,0.619734918606527,0.136265757668422,0.16157642367443,NA,0.752536442419682,0.34555382630699,NA,0.665520832152972,0.157310532674551,0.277703957527779,Anura,0.0644378241200485,NA,NA,0.102768667356927,0.0893884422697607,0.0814709467696058,0.472778247313899,0,0.0845164701290854,0.0422582350645427,0.228375046243637,0.0154161208018227,Very low
Meristogenys penrissenensis,EN,5.15522700791013e-06,0.125,0.285714285714286,0.479565994980804,0.385924655169245,0.6917302818841,0.151358593751163,0.141244464492114,NA,0.601205784235604,0.405074432815339,NA,0.653278397963222,0.0424726818416327,0.039490021832101,Anura,0.112324837250359,0.650981366459627,0.509163711978582,0.178861331739757,0.158782371521285,0.149976432344575,0.438672825661449,0.75,0.293348341882364,0.521674170941182,0.0985364289230055,0.206294784250435,Very high
Meristogenys phaeomerus,LC,0.0175140186828459,0.5,0.269095568840779,0.389873409033567,0.211697119142258,0.692287149663692,0.155507275772246,0.103784393035357,NA,0.671267319558413,0.344141684204169,NA,0.600724859204115,0.0915402478058019,0.21547636994195,Anura,0.129537680679687,0.727394853593611,NA,0.18876811327232,0.161704511640187,0.169646485168631,0.396160401201727,0,0.275410328870887,0.137705164435444,0.218725241054275,0.0426211422379337,Medium
